Source,Target,CoAuthored
"Chang, Y","Chen, H",1
"Chang, Y","Zhu, KJ",1
"Chang, Y","Yang, LY",1
"Chang, Y","Wu, Y",1
"Chang, Y","Wang, JD",1
"Chang, Y","Wang, X",1
"Chang, Y","Chang, YP",1
"Ye, W","Xie, X",1
"Ye, W","Yang, Q",1
"Ye, W","Yu, PS",1
"Ye, W","Chang, Y",1
"Ye, W","Zhang, Y",1
"Ye, W","Wang, YD",1
"Ye, W","Wang, C",1
"Ye, W","Yi, X",1
"Ye, W","Chen, H",1
"Chang, Y","Xie, X",1
"Chang, Y","Wei, ZP",1
"Chang, Y","Su, JL",1
"Yang, Q","Ye, W",1
"Xie, X","Zhu, KJ",1
"Xie, X","Yang, LY",1
"Xie, X","Wu, Y",1
"Xie, X","Wang, JD",1
"Xie, X","Wang, X",1
"Xie, X","Chang, YP",1
"Yang, Q","Xie, X",1
"Yang, Q","Yu, PS",1
"Yang, Q","Chang, Y",1
"Yang, Q","Zhang, Y",1
"Yang, Q","Wang, YD",1
"Chang, Y","Wang, Y",1
"Yang, Q","Wang, C",1
"Yang, Q","Yi, X",1
"Yang, Q","Chen, H",1
"Yang, Q","Zhu, KJ",1
"Yang, Q","Yang, LY",1
"Yang, Q","Wu, Y",1
"Yang, Q","Wang, JD",1
"Yang, Q","Wang, X",1
"Yang, Q","Chang, YP",1
"Chang, Y","Tian, Y",1
"Kurzweil, R","Yang, YF",1
"Kurzweil, R","Hua, N",1
"Nangia, N","Michael, J",1
"Eckhorn, R","Reitboeck, HJ",1
"McCallum, A","Rennie, J",1
"McCallum, A","Nigam, K",1
"McCallum, A","Yao, LM",1
"McCallum, A","Riedel, S",1
"Yao, LM","McCallum, A",1
"Yao, LM","Riedel, S",1
"Lapata, M","Dong, L",1
"Lapata, M","Cheng, JP",1
"Lapata, M","Cohen, SB",1
"Lapata, M","Narayan, S",1
"Li, VOK","Li, H",1
"Li, VOK","Lu, ZD",1
"Li, VOK","Gu, JT",1
"Li, H","Linderman, RW",1
"Li, H","Rose, GS",1
"Li, H","Wu, Q",1
"Li, H","Chen, YR",1
"Li, H","Hu, M",1
"Li, H","Liu, XH",1
"Li, H","Liu, Y",1
"Li, H","Tu, ZP",1
"Li, H","Shang, LF",1
"Li, H","Li, VOK",1
"McCallum, A","Seymore, K",1
"Eckhorn, R","Arndt, M",1
"Jiang, DX","Feng, ZY",1
"Eckhorn, R","Dicke, P",1
"D'Esposito, M","Johnson, MK",1
"D'Esposito, M","Mitchell, KJ",1
"D'Esposito, M","Lease, J",1
"D'Esposito, M","Shin, RK",1
"D'Esposito, M","Ballard, D",1
"D'Esposito, M","Zarahn, E",1
"D'Esposito, M","Aguirre, GK",1
"Markovitch, S","Gabrilovich, E",1
"Poggio, T","Rosasco, L",1
"Poggio, T","Nickel, M",1
"Rosasco, L","Poggio, T",1
"Rosasco, L","Nickel, M",1
"Nickel, M","Poggio, T",1
"Nickel, M","Rosasco, L",1
"Dicke, P","Arndt, M",1
"Dicke, P","Reitboeck, HJ",1
"Dicke, P","Eckhorn, R",1
"Arndt, M","Dicke, P",1
"Arndt, M","Reitboeck, HJ",1
"Arndt, M","Eckhorn, R",1
"Reitboeck, HJ","Dicke, P",1
"Reitboeck, HJ","Arndt, M",1
"Reitboeck, HJ","Eckhorn, R",1
"Li, H","Gu, JT",1
"Lu, ZD","Liu, XH",1
"Lu, ZD","Liu, Y",1
"Lu, ZD","Tu, ZP",1
"Zhou, M","Huang, YL",1
"Zhou, M","Liu, J",1
"Zhou, M","Wu, Y",1
"Zhou, M","Wu, W",1
"Zhou, M","Xing, C",1
"Zhou, M","Jiang, DX",1
"Zhou, M","Liu, T",1
"Zhou, M","Qin, B",1
"Zhou, M","Shou, LJ",1
"Zhou, M","Gong, M",1
"Zhou, M","Feng, XC",1
"Zhou, M","Duan, N",1
"Zhou, M","Tang, DY",1
"Zhou, M","Guo, DY",1
"Zhou, M","Feng, ZY",1
"Jiang, DX","Zhou, M",1
"Jiang, DX","Liu, T",1
"Jiang, DX","Qin, B",1
"Jiang, DX","Shou, LJ",1
"Jiang, DX","Gong, M",1
"Jiang, DX","Feng, XC",1
"Jiang, DX","Duan, N",1
"Jiang, DX","Tang, DY",1
"Zhou, M","Ma, WY",1
"Verstraeten, D","Schrauwen, B",1
"Verstraeten, D","D'Haene, M",1
"Gu, JT","Li, VOK",1
"Lu, ZD","Shang, LF",1
"Lu, ZD","Li, VOK",1
"Lu, ZD","Gu, JT",1
"Gu, JT","Zettlemoyer, L",1
"Gu, JT","Lewis, M",1
"Gu, JT","Ghazvininejad, M",1
"Gu, JT","Edunov, S",1
"Gu, JT","Li, X",1
"Gu, JT","Goyal, N",1
"Gu, JT","Liu, YH",1
"Gu, JT","Li, H",1
"Verstraeten, D","Stroobandt, D",1
"Gu, JT","Lu, ZD",1
"Stroobandt, D","D'Haene, M",1
"Stroobandt, D","Schrauwen, B",1
"Stroobandt, D","Verstraeten, D",1
"D'Haene, M","Stroobandt, D",1
"D'Haene, M","Schrauwen, B",1
"D'Haene, M","Verstraeten, D",1
"Schrauwen, B","Stroobandt, D",1
"Schrauwen, B","D'Haene, M",1
"Schrauwen, B","Verstraeten, D",1
"D'Esposito, M","Raye, CL",1
"Aguirre, GK","D'Esposito, M",1
"Aguirre, GK","Zarahn, E",1
"Li, X","Zhu, DJ",1
"Han, JL","Sun, AX",1
"Han, JL","Li, J",1
"Sun, AX","Li, CL",1
"Sun, AX","Han, JL",1
"Sun, AX","Li, J",1
"Li, J","Li, CL",1
"Li, J","Han, JL",1
"Li, J","Sun, AX",1
"Ghazvininejad, M","Levy, O",1
"Ghazvininejad, M","Galley, M",1
"Ghazvininejad, M","Yih, WT",1
"Ghazvininejad, M","Gao, JF",1
"Ghazvininejad, M","Dolan, B",1
"Ghazvininejad, M","Chang, MW",1
"Ghazvininejad, M","Brockett, C",1
"Ghazvininejad, M","Lewis, M",1
"Ghazvininejad, M","Edunov, S",1
"Ghazvininejad, M","Li, X",1
"Ghazvininejad, M","Goyal, N",1
"Ghazvininejad, M","Gu, JT",1
"Li, X","Ge, B",1
"Li, X","Liu, TM",1
"Li, X","Shen, DG",1
"Han, JL","Li, CL",1
"Li, CL","Li, J",1
"Li, CL","Sun, AX",1
"Wang, A","Levy, O",1
"Nangia, N","Pruksachatkun, Y",1
"Nangia, N","Wang, A",1
"Pruksachatkun, Y","Bowman, SR",1
"Pruksachatkun, Y","Levy, O",1
"Pruksachatkun, Y","Hill, F",1
"Pruksachatkun, Y","Michael, J",1
"Pruksachatkun, Y","Singh, A",1
"Pruksachatkun, Y","Nangia, N",1
"Pruksachatkun, Y","Wang, A",1
"Wang, A","Bowman, SR",1
"Wang, A","Hill, F",1
"Li, CL","Han, JL",1
"Wang, A","Michael, J",1
"Wang, A","Singh, A",1
"Wang, A","Nangia, N",1
"Wang, A","Pruksachatkun, Y",1
"Li, CL","Chao, LS",1
"Li, CL","Wong, DF",1
"Li, CL","Zhu, JB",1
"Li, CL","Xiao, T",1
"Li, CL","Li, B",1
"Li, CL","Wang, Q",1
"Li, X","Qiang, N",1
"Li, X","Zhao, L",1
"Aguirre, GK","Ballard, D",1
"Li, X","Wu, ZH",1
"Indiveri, G","Chicca, E",1
"Lease, J","Shin, RK",1
"Lease, J","Ballard, D",1
"Lease, J","Zarahn, E",1
"Lease, J","Aguirre, GK",1
"Lease, J","D'Esposito, M",1
"Shin, RK","Lease, J",1
"Shin, RK","Ballard, D",1
"Shin, RK","Zarahn, E",1
"Shin, RK","Aguirre, GK",1
"Shin, RK","D'Esposito, M",1
"Ballard, D","Lease, J",1
"Ballard, D","Shin, RK",1
"Ballard, D","Zarahn, E",1
"Ballard, D","Aguirre, GK",1
"Ballard, D","D'Esposito, M",1
"Zarahn, E","Lease, J",1
"Zarahn, E","Shin, RK",1
"Zarahn, E","Ballard, D",1
"Zarahn, E","Aguirre, GK",1
"Zarahn, E","D'Esposito, M",1
"Aguirre, GK","Lease, J",1
"Aguirre, GK","Shin, RK",1
"Indiveri, G","Douglas, R",1
"Chicca, E","Indiveri, G",1
"Chicca, E","Douglas, R",1
"Li, X","Lewis, M",1
"Li, X","Liu, ZL",1
"Li, X","He, MS",1
"Li, X","Li, AT",1
"Li, X","He, H",1
"Li, X","Tian, JM",1
"Li, X","Yang, YY",1
"Li, X","Zhang, JY",1
"Li, X","Ma, SY",1
"Li, X","Han, TL",1
"Li, X","Zettlemoyer, L",1
"Li, X","Ghazvininejad, M",1
"Douglas, R","Indiveri, G",1
"Li, X","Edunov, S",1
"Li, X","Goyal, N",1
"Li, X","Gu, JT",1
"Seddah, D","Sagot, B",1
"Seddah, D","Jawahar, G",1
"Sagot, B","Seddah, D",1
"Sagot, B","Jawahar, G",1
"Jawahar, G","Seddah, D",1
"Jawahar, G","Sagot, B",1
"Douglas, R","Chicca, E",1
"Jiang, DX","Guo, DY",1
"Liu, T","Hu, GP",1
"Kurzweil, R","Limtiaco, N",1
"Kheradpisheh, SR","Ganjtabesh, M",1
"Kheradpisheh, SR","Ghodrati, M",1
"Kheradpisheh, SR","Tavanaei, A",1
"Ghodrati, M","Maida, A",1
"Ghodrati, M","Masquelier, T",1
"Ghodrati, M","Kheradpisheh, SR",1
"Ghodrati, M","Tavanaei, A",1
"Tavanaei, A","Maida, A",1
"Tavanaei, A","Masquelier, T",1
"Tavanaei, A","Kheradpisheh, SR",1
"Tavanaei, A","Ghodrati, M",1
"Cohent, WW","Manning, CD",1
"Cohent, WW","Salakhutdinov, R",1
"Cohent, WW","Bengiov, Y",1
"Cohent, WW","Zhang, SZ",1
"Cohent, WW","Peng, Q",1
"Cohent, WW","Yang, Z",1
"Bengiov, Y","Manning, CD",1
"Bengiov, Y","Salakhutdinov, R",1
"Bengiov, Y","Cohent, WW",1
"Bengiov, Y","Zhang, SZ",1
"Bengiov, Y","Peng, Q",1
"Bengiov, Y","Yang, Z",1
"Zhang, SZ","Manning, CD",1
"Kheradpisheh, SR","Maida, A",1
"Kheradpisheh, SR","Thorpe, SJ",1
"Liu, T","Wang, SJ",1
"Masquelier, T","Tavanaei, A",1
"Artstein, R","Lucas, G",1
"Artstein, R","Lhommet, M",1
"Artstein, R","Hartholt, A",1
"Artstein, R","Gratch, J",1
"Artstein, R","Georgila, K",1
"Artstein, R","Gainer, A",1
"Artstein, R","Fast, E",1
"Artstein, R","Dey, T",1
"Artstein, R","Benn, G",1
"Artstein, R","DeVault, D",1
"Artstein, R","Poesio, M",1
"Gursoy, MI","Subasi, A",1
"Subasi, A","Gursoy, MI",1
"Maida, A","Masquelier, T",1
"Maida, A","Kheradpisheh, SR",1
"Maida, A","Ghodrati, M",1
"Maida, A","Tavanaei, A",1
"Masquelier, T","Tian, Y",1
"Masquelier, T","Tian, YH",1
"Masquelier, T","Thorpe, SJ",1
"Masquelier, T","Ganjtabesh, M",1
"Masquelier, T","Maida, A",1
"Masquelier, T","Ghodrati, M",1
"Zhang, SZ","Salakhutdinov, R",1
"Zhang, SZ","Cohent, WW",1
"Zhang, SZ","Bengiov, Y",1
"Zhang, SZ","Peng, Q",1
"Qiu, XP","Zhang, L",1
"Qiu, XP","Zhang, A",1
"Qiu, XP","Yao, Y",1
"Qiu, XP","Qiu, JZ",1
"Qiu, XP","Huo, YQ",1
"Qiu, XP","Liu, X",1
"Qiu, XP","Gu, YX",1
"Qiu, XP","Ding, N",1
"Qiu, XP","Zhang, ZY",1
"Qiu, XP","Han, X",1
"Qiu, XP","Huang, XJ",1
"Qiu, XP","Xu, YG",1
"Qiu, XP","Sun, C",1
"Sun, C","Huang, XJ",1
"Sun, C","Xu, YG",1
"Sun, C","Qiu, XP",1
"Kurzweil, R","Strope, B",1
"Kurzweil, R","Sung, YH",1
"Kurzweil, R","Tar, C",1
"Kurzweil, R","Yuan, S",1
"Kurzweil, R","Guajardo-Céspedes, M",1
"Kurzweil, R","Constant, N",1
"Kurzweil, R","St John, R",1
"Qiu, XP","Han, WT",1
"Qiu, XP","Huang, ML",1
"Qiu, XP","Jin, Q",1
"Xu, YG","Huang, XJ",1
"Zhang, SZ","Yang, Z",1
"Peng, Q","Manning, CD",1
"Peng, Q","Salakhutdinov, R",1
"Peng, Q","Cohent, WW",1
"Peng, Q","Bengiov, Y",1
"Peng, Q","Zhang, SZ",1
"Peng, Q","Yang, Z",1
"Huang, XJ","Xu, YG",1
"Huang, XJ","Qiu, XP",1
"Huang, XJ","Sun, C",1
"Xu, YG","Qiu, XP",1
"Qiu, XP","Lan, YY",1
"Xu, YG","Sun, C",1
"Qiu, XP","Zhu, J",1
"Qiu, XP","Zhao, WX",1
"Qiu, XP","Yuan, JH",1
"Qiu, XP","Wen, JR",1
"Qiu, XP","Tang, J",1
"Qiu, XP","Song, RH",1
"Qiu, XP","Lu, ZW",1
"Qiu, XP","Liu, ZY",1
"Qiu, XP","Liu, Y",1
"Artstein, R","Marsella, S",1
"Artstein, R","Morbini, F",1
"Artstein, R","Nazarian, A",1
"Feng, XC","Duan, N",1
"Shou, LJ","Liu, T",1
"Shou, LJ","Qin, B",1
"Shou, LJ","Gong, M",1
"Shou, LJ","Feng, XC",1
"Shou, LJ","Duan, N",1
"Shou, LJ","Tang, DY",1
"Shou, LJ","Guo, DY",1
"Shou, LJ","Feng, ZY",1
"Gong, M","Zhou, M",1
"Gong, M","Jiang, DX",1
"Gong, M","Liu, T",1
"Gong, M","Qin, B",1
"Gong, M","Shou, LJ",1
"Gong, M","Feng, XC",1
"Gong, M","Duan, N",1
"Gong, M","Tang, DY",1
"Gong, M","Guo, DY",1
"Gong, M","Feng, ZY",1
"Feng, XC","Zhou, M",1
"Feng, XC","Jiang, DX",1
"Feng, XC","Liu, T",1
"Feng, XC","Qin, B",1
"Feng, XC","Shou, LJ",1
"Shou, LJ","Jiang, DX",1
"Shou, LJ","Zhou, M",1
"Qin, B","Feng, ZY",1
"Liu, T","Feng, ZY",1
"Liu, T","Che, WX",1
"Liu, T","Cui, YM",1
"Liu, T","Zhou, M",1
"Liu, T","Jiang, DX",1
"Liu, T","Shou, LJ",1
"Liu, T","Gong, M",1
"Liu, T","Feng, XC",1
"Liu, T","Duan, N",1
"Liu, T","Tang, DY",1
"Liu, T","Guo, DY",1
"Qin, B","Hu, GP",1
"Qin, B","Guo, DY",1
"Qin, B","Wang, SJ",1
"Qin, B","Che, WX",1
"Qin, B","Cui, YM",1
"Qin, B","Zhou, M",1
"Qin, B","Jiang, DX",1
"Qin, B","Shou, LJ",1
"Qin, B","Gong, M",1
"Qin, B","Feng, XC",1
"Qin, B","Duan, N",1
"Qin, B","Tang, DY",1
"Feng, XC","Gong, M",1
"Feng, XC","Tang, DY",1
"Artstein, R","Scherer, S",1
"Feng, XC","Guo, DY",1
"Guo, DY","Gong, M",1
"Guo, DY","Feng, XC",1
"Guo, DY","Duan, N",1
"Guo, DY","Tang, DY",1
"Guo, DY","Feng, ZY",1
"Feng, ZY","Zhou, M",1
"Feng, ZY","Jiang, DX",1
"Feng, ZY","Liu, T",1
"Feng, ZY","Qin, B",1
"Feng, ZY","Shou, LJ",1
"Feng, ZY","Gong, M",1
"Feng, ZY","Feng, XC",1
"Feng, ZY","Duan, N",1
"Feng, ZY","Tang, DY",1
"Feng, ZY","Guo, DY",1
"Poesio, M","Artstein, R",1
"Artstein, R","Morency, LP",1
"Artstein, R","Rizzo, A",1
"Artstein, R","Xu, YY",1
"Artstein, R","Wood, R",1
"Artstein, R","Traum, D",1
"Artstein, R","Suri, A",1
"Artstein, R","Stratou, G",1
"Guo, DY","Shou, LJ",1
"Guo, DY","Qin, B",1
"Guo, DY","Liu, T",1
"Duan, N","Feng, ZY",1
"Feng, XC","Feng, ZY",1
"Duan, N","Zhou, M",1
"Duan, N","Jiang, DX",1
"Duan, N","Liu, T",1
"Duan, N","Qin, B",1
"Duan, N","Shou, LJ",1
"Duan, N","Gong, M",1
"Duan, N","Feng, XC",1
"Duan, N","Tang, DY",1
"Duan, N","Guo, DY",1
"Tang, DY","Zhou, M",1
"Guo, DY","Jiang, DX",1
"Tang, DY","Jiang, DX",1
"Tang, DY","Liu, T",1
"Tang, DY","Qin, B",1
"Tang, DY","Shou, LJ",1
"Tang, DY","Gong, M",1
"Tang, DY","Feng, XC",1
"Tang, DY","Duan, N",1
"Tang, DY","Guo, DY",1
"Tang, DY","Feng, ZY",1
"Guo, DY","Zhou, M",1
"Wu, Y","Yi, X",1
"Wu, Y","Chen, H",1
"Wu, Y","Zhu, KJ",1
"Firat, O","Diaz, M",1
"Firat, O","Wang, XZ",1
"Firat, O","Zhou, ZW",1
"Firat, O","Lee, K",1
"Firat, O","Polozov, O",1
"Firat, O","Child, R",1
"Firat, O","Moreira, E",1
"Firat, O","Lewkowycz, A",1
"Firat, O","Pellat, M",1
"Firat, O","Pillai, TS",1
"Firat, O","Dai, AM",1
"Firat, O","Omernick, M",1
"Firat, O","Agrawal, S",1
"Firat, O","Dohan, D",1
"Firat, O","Sepassi, R",1
"Firat, O","Spiridonov, A",1
"Firat, O","Zoph, B",1
"Firat, O","Lim, H",1
"Firat, O","Luan, D",1
"Firat, O","Ippolito, D",1
"Firat, O","Zhou, D",1
"Firat, O","Fedus, L",1
"Firat, O","Robinson, K",1
"Firat, O","Misra, V",1
"Firat, O","Saeta, B",1
"Firat, O","Catasta, M",1
"Diaz, M","Agrawal, S",1
"Firat, O","Wei, J",1
"Catasta, M","Tsvyashchenko, S",1
"Catasta, M","Shi, K",1
"Catasta, M","Schuh, P",1
"Catasta, M","Gehrmann, S",1
"Catasta, M","Sutton, C",1
"Catasta, M","Chung, HW",1
"Catasta, M","Barham, P",1
"Catasta, M","Roberts, A",1
"Catasta, M","Mishra, G",1
"Catasta, M","Bosma, M",1
"Catasta, M","Devlin, J",1
"Catasta, M","Narang, S",1
"Catasta, M","Chowdhery, A",1
"Firat, O","Johnson, M",1
"Firat, O","Neubig, G",1
"Firat, O","Siddhant, A",1
"Firat, O","Ruder, S",1
"Firat, O","Hu, JJ",1
"Firat, O","Fiedel, N",1
"Firat, O","Petrov, S",1
"Firat, O","Dean, J",1
"Firat, O","Eck, D",1
"Firat, O","Meier-Hellstern, K",1
"Firat, O","Garcia, X",1
"Firat, O","Michalewski, H",1
"Firat, O","Dev, S",1
"Firat, O","Ghemawat, S",1
"Firat, O","Bosma, M",1
"Firat, O","Devlin, J",1
"Firat, O","Narang, S",1
"Firat, O","Chowdhery, A",1
"Diaz, M","Fiedel, N",1
"Diaz, M","Petrov, S",1
"Diaz, M","Dean, J",1
"Diaz, M","Eck, D",1
"Diaz, M","Meier-Hellstern, K",1
"Diaz, M","Wei, J",1
"Diaz, M","Catasta, M",1
"Diaz, M","Firat, O",1
"Diaz, M","Saeta, B",1
"Diaz, M","Wang, XZ",1
"Diaz, M","Zhou, ZW",1
"Diaz, M","Lee, K",1
"Diaz, M","Polozov, O",1
"Diaz, M","Child, R",1
"Diaz, M","Moreira, E",1
"Diaz, M","Lewkowycz, A",1
"Diaz, M","Pellat, M",1
"Diaz, M","Pillai, TS",1
"Diaz, M","Dai, AM",1
"Firat, O","Mishra, G",1
"Firat, O","Roberts, A",1
"Firat, O","Barham, P",1
"Firat, O","Reif, E",1
"Firat, O","Levskaya, A",1
"Firat, O","Duke, T",1
"Firat, O","Yin, PC",1
"Firat, O","Gur-Ari, G",1
"Firat, O","Isard, M",1
"Firat, O","Austin, J",1
"Firat, O","Bradbury, J",1
"Firat, O","Pope, R",1
"Firat, O","Hutchinson, B",1
"Firat, O","Du, N",1
"Firat, O","Prabhakaran, V",1
"Firat, O","Chung, HW",1
"Firat, O","Shazeer, N",1
"Firat, O","Tay, Y",1
"Firat, O","Barnes, P",1
"Firat, O","Rao, A",1
"Firat, O","Maynez, J",1
"Firat, O","Tsvyashchenko, S",1
"Firat, O","Shi, K",1
"Firat, O","Schuh, P",1
"Firat, O","Gehrmann, S",1
"Firat, O","Sutton, C",1
"Catasta, M","Maynez, J",1
"Catasta, M","Rao, A",1
"Catasta, M","Barnes, P",1
"Meier-Hellstern, K","Devlin, J",1
"Meier-Hellstern, K","Gur-Ari, G",1
"Meier-Hellstern, K","Isard, M",1
"Meier-Hellstern, K","Austin, J",1
"Meier-Hellstern, K","Bradbury, J",1
"Meier-Hellstern, K","Pope, R",1
"Meier-Hellstern, K","Hutchinson, B",1
"Meier-Hellstern, K","Du, N",1
"Meier-Hellstern, K","Reif, E",1
"Meier-Hellstern, K","Prabhakaran, V",1
"Meier-Hellstern, K","Shazeer, N",1
"Meier-Hellstern, K","Tay, Y",1
"Meier-Hellstern, K","Barnes, P",1
"Meier-Hellstern, K","Rao, A",1
"Meier-Hellstern, K","Maynez, J",1
"Meier-Hellstern, K","Tsvyashchenko, S",1
"Meier-Hellstern, K","Shi, K",1
"Meier-Hellstern, K","Schuh, P",1
"Meier-Hellstern, K","Gehrmann, S",1
"Meier-Hellstern, K","Sutton, C",1
"Meier-Hellstern, K","Chung, HW",1
"Meier-Hellstern, K","Barham, P",1
"Meier-Hellstern, K","Roberts, A",1
"Meier-Hellstern, K","Mishra, G",1
"Meier-Hellstern, K","Yin, PC",1
"Meier-Hellstern, K","Duke, T",1
"Meier-Hellstern, K","Levskaya, A",1
"Meier-Hellstern, K","Spiridonov, A",1
"Meier-Hellstern, K","Child, R",1
"Meier-Hellstern, K","Moreira, E",1
"Meier-Hellstern, K","Lewkowycz, A",1
"Meier-Hellstern, K","Pellat, M",1
"Meier-Hellstern, K","Pillai, TS",1
"Meier-Hellstern, K","Dai, AM",1
"Meier-Hellstern, K","Omernick, M",1
"Meier-Hellstern, K","Agrawal, S",1
"Meier-Hellstern, K","Dohan, D",1
"Meier-Hellstern, K","Sepassi, R",1
"Meier-Hellstern, K","Zoph, B",1
"Meier-Hellstern, K","Ghemawat, S",1
"Meier-Hellstern, K","Lim, H",1
"Meier-Hellstern, K","Luan, D",1
"Meier-Hellstern, K","Ippolito, D",1
"Meier-Hellstern, K","Zhou, D",1
"Meier-Hellstern, K","Fedus, L",1
"Meier-Hellstern, K","Robinson, K",1
"Meier-Hellstern, K","Misra, V",1
"Meier-Hellstern, K","Garcia, X",1
"Meier-Hellstern, K","Michalewski, H",1
"Meier-Hellstern, K","Dev, S",1
"Meier-Hellstern, K","Bosma, M",1
"Meier-Hellstern, K","Narang, S",1
"Catasta, M","Tay, Y",1
"Meier-Hellstern, K","Chowdhery, A",1
"Catasta, M","Luan, D",1
"Catasta, M","Ippolito, D",1
"Catasta, M","Zhou, D",1
"Catasta, M","Fedus, L",1
"Catasta, M","Robinson, K",1
"Catasta, M","Misra, V",1
"Catasta, M","Garcia, X",1
"Catasta, M","Michalewski, H",1
"Catasta, M","Dev, S",1
"Catasta, M","Ghemawat, S",1
"Catasta, M","Levskaya, A",1
"Catasta, M","Duke, T",1
"Catasta, M","Yin, PC",1
"Catasta, M","Gur-Ari, G",1
"Catasta, M","Isard, M",1
"Catasta, M","Austin, J",1
"Catasta, M","Bradbury, J",1
"Catasta, M","Pope, R",1
"Catasta, M","Hutchinson, B",1
"Catasta, M","Du, N",1
"Catasta, M","Reif, E",1
"Catasta, M","Prabhakaran, V",1
"Catasta, M","Shazeer, N",1
"Catasta, M","Lim, H",1
"Catasta, M","Zoph, B",1
"Catasta, M","Spiridonov, A",1
"Catasta, M","Zhou, ZW",1
"Catasta, M","Fiedel, N",1
"Catasta, M","Petrov, S",1
"Catasta, M","Dean, J",1
"Catasta, M","Eck, D",1
"Catasta, M","Meier-Hellstern, K",1
"Catasta, M","Wei, J",1
"Catasta, M","Firat, O",1
"Catasta, M","Diaz, M",1
"Catasta, M","Saeta, B",1
"Catasta, M","Wang, XZ",1
"Catasta, M","Lee, K",1
"Catasta, M","Sepassi, R",1
"Catasta, M","Polozov, O",1
"Catasta, M","Child, R",1
"Catasta, M","Moreira, E",1
"Catasta, M","Lewkowycz, A",1
"Catasta, M","Pellat, M",1
"Catasta, M","Pillai, TS",1
"Catasta, M","Dai, AM",1
"Catasta, M","Omernick, M",1
"Catasta, M","Agrawal, S",1
"Catasta, M","Dohan, D",1
"Diaz, M","Omernick, M",1
"Diaz, M","Dohan, D",1
"Wu, Y","Yang, LY",1
"Zhou, ZW","Sepassi, R",1
"Zhou, ZW","Zoph, B",1
"Zhou, ZW","Lim, H",1
"Zhou, ZW","Luan, D",1
"Zhou, ZW","Ippolito, D",1
"Zhou, ZW","Zhou, D",1
"Zhou, ZW","Fedus, L",1
"Zhou, ZW","Robinson, K",1
"Zhou, ZW","Misra, V",1
"Zhou, ZW","Garcia, X",1
"Zhou, ZW","Michalewski, H",1
"Zhou, ZW","Dev, S",1
"Zhou, ZW","Ghemawat, S",1
"Zhou, ZW","Levskaya, A",1
"Zhou, ZW","Duke, T",1
"Zhou, ZW","Yin, PC",1
"Zhou, ZW","Gur-Ari, G",1
"Zhou, ZW","Isard, M",1
"Zhou, ZW","Austin, J",1
"Zhou, ZW","Bradbury, J",1
"Zhou, ZW","Pope, R",1
"Zhou, ZW","Hutchinson, B",1
"Zhou, ZW","Du, N",1
"Zhou, ZW","Reif, E",1
"Zhou, ZW","Spiridonov, A",1
"Zhou, ZW","Dohan, D",1
"Diaz, M","Sepassi, R",1
"Zhou, ZW","Agrawal, S",1
"Saeta, B","Devlin, J",1
"Saeta, B","Narang, S",1
"Saeta, B","Chowdhery, A",1
"Zhou, ZW","Fiedel, N",1
"Zhou, ZW","Petrov, S",1
"Zhou, ZW","Dean, J",1
"Zhou, ZW","Eck, D",1
"Zhou, ZW","Meier-Hellstern, K",1
"Zhou, ZW","Wei, J",1
"Zhou, ZW","Catasta, M",1
"Zhou, ZW","Firat, O",1
"Zhou, ZW","Diaz, M",1
"Zhou, ZW","Saeta, B",1
"Zhou, ZW","Wang, XZ",1
"Zhou, ZW","Lee, K",1
"Zhou, ZW","Polozov, O",1
"Zhou, ZW","Child, R",1
"Zhou, ZW","Moreira, E",1
"Zhou, ZW","Lewkowycz, A",1
"Zhou, ZW","Pellat, M",1
"Zhou, ZW","Pillai, TS",1
"Zhou, ZW","Dai, AM",1
"Zhou, ZW","Omernick, M",1
"Zhou, ZW","Prabhakaran, V",1
"Zhou, ZW","Shazeer, N",1
"Zhou, ZW","Tay, Y",1
"Zhou, ZW","Barnes, P",1
"Polozov, O","Zhou, ZW",1
"Polozov, O","Lee, K",1
"Polozov, O","Child, R",1
"Polozov, O","Moreira, E",1
"Polozov, O","Lewkowycz, A",1
"Polozov, O","Pellat, M",1
"Polozov, O","Pillai, TS",1
"Polozov, O","Dai, AM",1
"Polozov, O","Omernick, M",1
"Polozov, O","Agrawal, S",1
"Polozov, O","Dohan, D",1
"Polozov, O","Sepassi, R",1
"Polozov, O","Spiridonov, A",1
"Polozov, O","Zoph, B",1
"Polozov, O","Lim, H",1
"Polozov, O","Luan, D",1
"Polozov, O","Ippolito, D",1
"Polozov, O","Zhou, D",1
"Polozov, O","Fedus, L",1
"Polozov, O","Robinson, K",1
"Polozov, O","Misra, V",1
"Polozov, O","Garcia, X",1
"Polozov, O","Michalewski, H",1
"Polozov, O","Wang, XZ",1
"Polozov, O","Saeta, B",1
"Polozov, O","Diaz, M",1
"Zhou, ZW","Mishra, G",1
"Zhou, ZW","Rao, A",1
"Zhou, ZW","Maynez, J",1
"Zhou, ZW","Tsvyashchenko, S",1
"Zhou, ZW","Shi, K",1
"Zhou, ZW","Schuh, P",1
"Zhou, ZW","Gehrmann, S",1
"Zhou, ZW","Sutton, C",1
"Zhou, ZW","Chung, HW",1
"Zhou, ZW","Barham, P",1
"Zhou, ZW","Roberts, A",1
"Zhou, ZW","Bosma, M",1
"Polozov, O","Firat, O",1
"Zhou, ZW","Devlin, J",1
"Zhou, ZW","Narang, S",1
"Zhou, ZW","Chowdhery, A",1
