Source,Target,CoAuthored
"Biles, C","Glaese, A",1
"Biles, C","Mellor, J",1
"Biles, C","Huang, PS",1
"Biles, C","Griffin, C",1
"Biles, C","Rauh, M",1
"Biles, C","Uesato, J",1
"Biles, C","Weidinger, L",1
"Kasirzadeh, A","Gabriel, I",1
"Kasirzadeh, A","Irving, G",1
"Kasirzadeh, A","Legassick, S",1
"Biles, C","Irving, G",1
"Biles, C","Gabriel, I",1
"Brown, S","Weidinger, L",1
"Brown, S","Stepleton, T",1
"Kenton, Z","Uesato, J",1
"Kenton, Z","Weidinger, L",1
"Brown, S","Gabriel, I",1
"Brown, S","Irving, G",1
"Brown, S","Legassick, S",1
"Brown, S","Haas, J",1
"Brown, S","Isaac, W",1
"Brown, S","Rimell, L",1
"Brown, S","Hendricks, LA",1
"Brown, S","Birhane, A",1
"Brown, S","Hawkins, W",1
"Brown, S","Uesato, J",1
"Brown, S","Kenton, Z",1
"Brown, S","Biles, C",1
"Brown, S","Kasirzadeh, A",1
"Brown, S","Balle, B",1
"Brown, S","Cheng, M",1
"Brown, S","Glaese, A",1
"Brown, S","Mellor, J",1
"Brown, S","Huang, PS",1
"Brown, S","Griffin, C",1
"Brown, S","Rauh, M",1
"Stepleton, T","Brown, S",1
"Stepleton, T","Hawkins, W",1
"Kasirzadeh, A","Isaac, W",1
"Isaac, W","Weidinger, L",1
"Haas, J","Rauh, M",1
"Haas, J","Uesato, J",1
"Haas, J","Weidinger, L",1
"Isaac, W","Gabriel, I",1
"Isaac, W","Irving, G",1
"Isaac, W","Legassick, S",1
"Isaac, W","Haas, J",1
"Isaac, W","Rimell, L",1
"Isaac, W","Hendricks, LA",1
"Isaac, W","Birhane, A",1
"Isaac, W","Stepleton, T",1
"Isaac, W","Hawkins, W",1
"Isaac, W","Kenton, Z",1
"Isaac, W","Brown, S",1
"Isaac, W","Biles, C",1
"Isaac, W","Kasirzadeh, A",1
"Isaac, W","Balle, B",1
"Isaac, W","Cheng, M",1
"Isaac, W","Glaese, A",1
"Isaac, W","Mellor, J",1
"Isaac, W","Huang, PS",1
"Isaac, W","Griffin, C",1
"Isaac, W","Rauh, M",1
"Haas, J","Griffin, C",1
"Haas, J","Huang, PS",1
"Haas, J","Mellor, J",1
"Haas, J","Isaac, W",1
"Legassick, S","Glaese, A",1
"Legassick, S","Mellor, J",1
"Legassick, S","Huang, PS",1
"Legassick, S","Griffin, C",1
"Legassick, S","Rauh, M",1
"Legassick, S","Uesato, J",1
"Legassick, S","Weidinger, L",1
"Haas, J","Gabriel, I",1
"Haas, J","Irving, G",1
"Haas, J","Legassick, S",1
"Haas, J","Rimell, L",1
"Haas, J","Glaese, A",1
"Haas, J","Hendricks, LA",1
"Haas, J","Birhane, A",1
"Haas, J","Stepleton, T",1
"Haas, J","Hawkins, W",1
"Haas, J","Kenton, Z",1
"Haas, J","Brown, S",1
"Haas, J","Biles, C",1
"Haas, J","Kasirzadeh, A",1
"Haas, J","Balle, B",1
"Haas, J","Cheng, M",1
"Isaac, W","Uesato, J",1
"Rimell, L","Gabriel, I",1
"Stepleton, T","Birhane, A",1
"Rimell, L","Irving, G",1
"Birhane, A","Hendricks, LA",1
"Birhane, A","Stepleton, T",1
"Birhane, A","Hawkins, W",1
"Birhane, A","Kenton, Z",1
"Birhane, A","Brown, S",1
"Birhane, A","Biles, C",1
"Birhane, A","Kasirzadeh, A",1
"Birhane, A","Balle, B",1
"Birhane, A","Cheng, M",1
"Birhane, A","Glaese, A",1
"Birhane, A","Mellor, J",1
"Birhane, A","Huang, PS",1
"Birhane, A","Griffin, C",1
"Birhane, A","Rauh, M",1
"Birhane, A","Uesato, J",1
"Birhane, A","Weidinger, L",1
"Stepleton, T","Gabriel, I",1
"Stepleton, T","Irving, G",1
"Stepleton, T","Legassick, S",1
"Stepleton, T","Haas, J",1
"Stepleton, T","Isaac, W",1
"Stepleton, T","Rimell, L",1
"Stepleton, T","Hendricks, LA",1
"Birhane, A","Rimell, L",1
"Birhane, A","Isaac, W",1
"Birhane, A","Haas, J",1
"Rimell, L","Kasirzadeh, A",1
"Rimell, L","Legassick, S",1
"Rimell, L","Haas, J",1
"Rimell, L","Isaac, W",1
"Rimell, L","Hendricks, LA",1
"Rimell, L","Birhane, A",1
"Rimell, L","Stepleton, T",1
"Rimell, L","Hawkins, W",1
"Rimell, L","Kenton, Z",1
"Rimell, L","Brown, S",1
"Rimell, L","Biles, C",1
"Rimell, L","Balle, B",1
"Birhane, A","Legassick, S",1
"Rimell, L","Cheng, M",1
"Rimell, L","Glaese, A",1
"Rimell, L","Mellor, J",1
"Rimell, L","Huang, PS",1
"Rimell, L","Griffin, C",1
"Rimell, L","Rauh, M",1
"Rimell, L","Uesato, J",1
"Rimell, L","Weidinger, L",1
"Birhane, A","Gabriel, I",1
"Birhane, A","Irving, G",1
"Kasirzadeh, A","Haas, J",1
"Kasirzadeh, A","Rimell, L",1
"Narumoto, J","Fukui, K",1
"Uesato, J","Hawkins, W",1
"Rauh, M","Birhane, A",1
"Rauh, M","Stepleton, T",1
"Rauh, M","Hawkins, W",1
"Rauh, M","Kenton, Z",1
"Rauh, M","Brown, S",1
"Rauh, M","Biles, C",1
"Rauh, M","Kasirzadeh, A",1
"Rauh, M","Balle, B",1
"Rauh, M","Cheng, M",1
"Rauh, M","Glaese, A",1
"Rauh, M","Mellor, J",1
"Rauh, M","Huang, PS",1
"Rauh, M","Griffin, C",1
"Rauh, M","Uesato, J",1
"Rauh, M","Weidinger, L",1
"Uesato, J","Gabriel, I",1
"Uesato, J","Irving, G",1
"Uesato, J","Legassick, S",1
"Uesato, J","Haas, J",1
"Uesato, J","Isaac, W",1
"Uesato, J","Rimell, L",1
"Uesato, J","Hendricks, LA",1
"Uesato, J","Birhane, A",1
"Rauh, M","Hendricks, LA",1
"Rauh, M","Rimell, L",1
"Rauh, M","Isaac, W",1
"Griffin, C","Kasirzadeh, A",1
"Griffin, C","Haas, J",1
"Griffin, C","Isaac, W",1
"Griffin, C","Rimell, L",1
"Griffin, C","Hendricks, LA",1
"Griffin, C","Birhane, A",1
"Griffin, C","Stepleton, T",1
"Griffin, C","Hawkins, W",1
"Griffin, C","Kenton, Z",1
"Griffin, C","Brown, S",1
"Griffin, C","Biles, C",1
"Griffin, C","Balle, B",1
"Rauh, M","Haas, J",1
"Griffin, C","Cheng, M",1
"Griffin, C","Glaese, A",1
"Griffin, C","Mellor, J",1
"Griffin, C","Huang, PS",1
"Griffin, C","Rauh, M",1
"Griffin, C","Uesato, J",1
"Griffin, C","Weidinger, L",1
"Rauh, M","Gabriel, I",1
"Rauh, M","Irving, G",1
"Rauh, M","Legassick, S",1
"Uesato, J","Stepleton, T",1
"Uesato, J","Kenton, Z",1
"Griffin, C","Irving, G",1
"Uesato, J","Brown, S",1
"Weidinger, L","Glaese, A",1
"Weidinger, L","Mellor, J",1
"Weidinger, L","Huang, PS",1
"Weidinger, L","Griffin, C",1
"Weidinger, L","Rauh, M",1
"Weidinger, L","Uesato, J",1
"Yonekura, Y","Fukui, K",1
"Yonekura, Y","Sadato, N",1
"Yonekura, Y","Okada, T",1
"Yonekura, Y","Narumoto, J",1
"Fukui, K","Yonekura, Y",1
"Fukui, K","Sadato, N",1
"Fukui, K","Okada, T",1
"Fukui, K","Narumoto, J",1
"Sadato, N","Yonekura, Y",1
"Sadato, N","Fukui, K",1
"Sadato, N","Okada, T",1
"Sadato, N","Narumoto, J",1
"Okada, T","Yonekura, Y",1
"Okada, T","Fukui, K",1
"Okada, T","Sadato, N",1
"Okada, T","Narumoto, J",1
"Narumoto, J","Yonekura, Y",1
"Weidinger, L","Cheng, M",1
"Weidinger, L","Balle, B",1
"Weidinger, L","Kasirzadeh, A",1
"Weidinger, L","Gabriel, I",1
"Uesato, J","Biles, C",1
"Uesato, J","Kasirzadeh, A",1
"Uesato, J","Balle, B",1
"Uesato, J","Cheng, M",1
"Uesato, J","Glaese, A",1
"Uesato, J","Mellor, J",1
"Uesato, J","Huang, PS",1
"Uesato, J","Griffin, C",1
"Uesato, J","Rauh, M",1
"Uesato, J","Weidinger, L",1
"Weidinger, L","Irving, G",1
"Weidinger, L","Biles, C",1
"Weidinger, L","Legassick, S",1
"Weidinger, L","Haas, J",1
"Weidinger, L","Isaac, W",1
"Weidinger, L","Rimell, L",1
"Weidinger, L","Hendricks, LA",1
"Weidinger, L","Birhane, A",1
"Weidinger, L","Stepleton, T",1
"Weidinger, L","Hawkins, W",1
"Weidinger, L","Kenton, Z",1
"Weidinger, L","Brown, S",1
"Griffin, C","Legassick, S",1
"Griffin, C","Gabriel, I",1
"Kasirzadeh, A","Hendricks, LA",1
"Cheng, M","Kasirzadeh, A",1
"Balle, B","Brown, S",1
"Balle, B","Biles, C",1
"Balle, B","Kasirzadeh, A",1
"Balle, B","Cheng, M",1
"Balle, B","Glaese, A",1
"Balle, B","Mellor, J",1
"Balle, B","Huang, PS",1
"Balle, B","Griffin, C",1
"Balle, B","Rauh, M",1
"Balle, B","Uesato, J",1
"Balle, B","Weidinger, L",1
"Cheng, M","Gabriel, I",1
"Cheng, M","Irving, G",1
"Cheng, M","Legassick, S",1
"Cheng, M","Haas, J",1
"Cheng, M","Isaac, W",1
"Cheng, M","Rimell, L",1
"Cheng, M","Hendricks, LA",1
"Cheng, M","Birhane, A",1
"Cheng, M","Stepleton, T",1
"Cheng, M","Hawkins, W",1
"Cheng, M","Kenton, Z",1
"Cheng, M","Brown, S",1
"Balle, B","Kenton, Z",1
"Balle, B","Hawkins, W",1
"Balle, B","Stepleton, T",1
"Kasirzadeh, A","Huang, PS",1
"Kasirzadeh, A","Birhane, A",1
"Kasirzadeh, A","Stepleton, T",1
"Kasirzadeh, A","Hawkins, W",1
"Kasirzadeh, A","Kenton, Z",1
"Kasirzadeh, A","Brown, S",1
"Kasirzadeh, A","Biles, C",1
"Kasirzadeh, A","Balle, B",1
"Kasirzadeh, A","Cheng, M",1
"Kasirzadeh, A","Glaese, A",1
"Kasirzadeh, A","Mellor, J",1
"Kasirzadeh, A","Griffin, C",1
"Balle, B","Birhane, A",1
"Kasirzadeh, A","Rauh, M",1
"Kasirzadeh, A","Uesato, J",1
"Kasirzadeh, A","Weidinger, L",1
"Balle, B","Gabriel, I",1
"Balle, B","Irving, G",1
"Balle, B","Legassick, S",1
"Balle, B","Haas, J",1
"Balle, B","Isaac, W",1
"Balle, B","Rimell, L",1
"Balle, B","Hendricks, LA",1
"Cheng, M","Biles, C",1
"Cheng, M","Balle, B",1
"Mellor, J","Weidinger, L",1
"Cheng, M","Glaese, A",1
"Glaese, A","Uesato, J",1
"Glaese, A","Weidinger, L",1
"Mellor, J","Gabriel, I",1
"Mellor, J","Irving, G",1
"Mellor, J","Legassick, S",1
"Mellor, J","Haas, J",1
"Mellor, J","Isaac, W",1
"Mellor, J","Rimell, L",1
"Mellor, J","Hendricks, LA",1
"Mellor, J","Birhane, A",1
"Mellor, J","Stepleton, T",1
"Mellor, J","Hawkins, W",1
"Mellor, J","Kenton, Z",1
"Mellor, J","Brown, S",1
"Mellor, J","Biles, C",1
"Mellor, J","Kasirzadeh, A",1
"Mellor, J","Balle, B",1
"Mellor, J","Cheng, M",1
"Mellor, J","Glaese, A",1
"Mellor, J","Huang, PS",1
"Mellor, J","Griffin, C",1
"Mellor, J","Rauh, M",1
"Mellor, J","Uesato, J",1
"Glaese, A","Rauh, M",1
"Glaese, A","Griffin, C",1
"Glaese, A","Huang, PS",1
"Glaese, A","Isaac, W",1
"Cheng, M","Mellor, J",1
"Cheng, M","Huang, PS",1
"Cheng, M","Griffin, C",1
"Cheng, M","Rauh, M",1
"Cheng, M","Uesato, J",1
"Cheng, M","Weidinger, L",1
"Glaese, A","Gabriel, I",1
"Glaese, A","Irving, G",1
"Glaese, A","Legassick, S",1
"Glaese, A","Haas, J",1
"Glaese, A","Rimell, L",1
"Glaese, A","Mellor, J",1
"Glaese, A","Hendricks, LA",1
"Glaese, A","Birhane, A",1
"Glaese, A","Stepleton, T",1
"Glaese, A","Hawkins, W",1
"Glaese, A","Kenton, Z",1
"Glaese, A","Brown, S",1
"Glaese, A","Biles, C",1
"Glaese, A","Kasirzadeh, A",1
"Glaese, A","Balle, B",1
"Glaese, A","Cheng, M",1
"Osindero, S","Brock, A",1
"Osindero, S","Cassirer, A",1
"Osindero, S","Jones, C",1
"Atiya, AF","Parlos, AG",1
"Cavedon, L","Fayek, HM",1
"Lech, M","Cavedon, L",1
"Lech, M","Fayek, HM",1
"Fayek, HM","Cavedon, L",1
"Fayek, HM","Lech, M",1
"Dieleman, S","Kavukcuoglu, K",1
"Dieleman, S","van den Oord, A",1
"Dieleman, S","Stimberg, F",1
"Dieleman, S","Lockhart, E",1
"Dieleman, S","Casagrande, N",1
"Dieleman, S","Noury, S",1
"Dieleman, S","Simonyan, K",1
"Dieleman, S","Elsen, E",1
"Dieleman, S","Kalchbrenner, N",1
"van den Oord, A","Kavukcuoglu, K",1
"van den Oord, A","Dieleman, S",1
"van den Oord, A","Stimberg, F",1
"van den Oord, A","Lockhart, E",1
"van den Oord, A","Casagrande, N",1
"van den Oord, A","Noury, S",1
"van den Oord, A","Simonyan, K",1
"van den Oord, A","Elsen, E",1
"van den Oord, A","Kalchbrenner, N",1
"Cavedon, L","Lech, M",1
"Parlos, AG","Atiya, AF",1
"Fujita, H","Sudarshan, VK",1
"Zheng, LM","Chiang, WL",1
"Chiang, WL","Stoica, I",1
"Chiang, WL","Gonzalez, JE",1
"Chiang, WL","Zhang, H",1
"Chiang, WL","Xing, EP",1
"Chiang, WL","Li, DC",1
"Chiang, WL","Li, ZH",1
"Chiang, WL","Lin, Z",1
"Chiang, WL","Zhuang, YH",1
"Chiang, WL","Wu, ZH",1
"Chiang, WL","Zhuang, SY",1
"Chiang, WL","Sheng, Y",1
"Chiang, WL","Zheng, LM",1
"Zheng, LM","Stoica, I",1
"Zheng, LM","Gonzalez, JE",1
"Zheng, LM","Zhang, H",1
"Zheng, LM","Xing, EP",1
"Zheng, LM","Li, DC",1
"Zheng, LM","Li, ZH",1
"Zheng, LM","Lin, Z",1
"Zheng, LM","Zhuang, YH",1
"Zheng, LM","Wu, ZH",1
"Zheng, LM","Zhuang, SY",1
"Zheng, LM","Sheng, Y",1
"Stimberg, F","Kavukcuoglu, K",1
"Stimberg, F","Dieleman, S",1
"Stimberg, F","van den Oord, A",1
"Stimberg, F","Lockhart, E",1
"Noury, S","Stimberg, F",1
"Noury, S","Lockhart, E",1
"Noury, S","Casagrande, N",1
"Noury, S","Simonyan, K",1
"Noury, S","Elsen, E",1
"Noury, S","Kalchbrenner, N",1
"Simonyan, K","Noland, E",1
"Simonyan, K","Welbl, J",1
"Simonyan, K","Hendricks, LA",1
"Simonyan, K","Casas, DDL",1
"Simonyan, K","Buchatskaya, E",1
"Simonyan, K","Irving, G",1
"Simonyan, K","Paganini, M",1
"Simonyan, K","Brock, A",1
"Simonyan, K","Cassirer, A",1
"Simonyan, K","Jones, C",1
"Simonyan, K","Maggiore, L",1
"Simonyan, K","Huang, S",1
"Simonyan, K","Ring, R",1
"Simonyan, K","Menick, J",1
"Simonyan, K","de Las Casas, D",1
"Simonyan, K","Lespiau, JB",1
"Simonyan, K","Kavukcuoglu, K",1
"Noury, S","van den Oord, A",1
"Noury, S","Dieleman, S",1
"Noury, S","Kavukcuoglu, K",1
"Lockhart, E","Noury, S",1
"Stimberg, F","Casagrande, N",1
"Stimberg, F","Noury, S",1
"Stimberg, F","Simonyan, K",1
"Stimberg, F","Elsen, E",1
"Stimberg, F","Kalchbrenner, N",1
"Lockhart, E","Kavukcuoglu, K",1
"Lockhart, E","Dieleman, S",1
"Lockhart, E","van den Oord, A",1
"Lockhart, E","Stimberg, F",1
"Lockhart, E","Casagrande, N",1
"Lockhart, E","Simonyan, K",1
"Casagrande, N","Kalchbrenner, N",1
"Lockhart, E","Elsen, E",1
"Lockhart, E","Kalchbrenner, N",1
"Casagrande, N","Kavukcuoglu, K",1
"Casagrande, N","Dieleman, S",1
"Casagrande, N","van den Oord, A",1
"Casagrande, N","Stimberg, F",1
"Casagrande, N","Lockhart, E",1
"Casagrande, N","Noury, S",1
"Casagrande, N","Simonyan, K",1
"Casagrande, N","Elsen, E",1
"Sheng, Y","Zheng, LM",1
"Sheng, Y","Chiang, WL",1
"Sheng, Y","Zhuang, SY",1
"Zhuang, YH","Sheng, Y",1
"Li, ZH","Sheng, Y",1
"Li, ZH","Chiang, WL",1
"Li, ZH","Zheng, LM",1
"Lin, Z","Stoica, I",1
"Lin, Z","Gonzalez, JE",1
"Lin, Z","Zhang, H",1
"Lin, Z","Xing, EP",1
"Lin, Z","Li, DC",1
"Lin, Z","Li, ZH",1
"Lin, Z","Zhuang, YH",1
"Lin, Z","Wu, ZH",1
"Lin, Z","Zhuang, SY",1
"Lin, Z","Sheng, Y",1
"Lin, Z","Chiang, WL",1
"Lin, Z","Zheng, LM",1
"Zhuang, YH","Stoica, I",1
"Zhuang, YH","Gonzalez, JE",1
"Zhuang, YH","Zhang, H",1
"Zhuang, YH","Xing, EP",1
"Zhuang, YH","Li, DC",1
"Zhuang, YH","Li, ZH",1
"Zhuang, YH","Lin, Z",1
"Zhuang, YH","Wu, ZH",1
"Li, ZH","Zhuang, SY",1
"Li, ZH","Wu, ZH",1
"Li, ZH","Zhuang, YH",1
"Xing, EP","Lin, Z",1
"Zhang, H","Wu, ZH",1
"Zhang, H","Zhuang, SY",1
"Zhang, H","Sheng, Y",1
"Zhang, H","Chiang, WL",1
"Zhang, H","Zheng, LM",1
"Xing, EP","Stoica, I",1
"Xing, EP","Gonzalez, JE",1
"Xing, EP","Zhang, H",1
"Xing, EP","Li, DC",1
"Xing, EP","Li, ZH",1
"Xing, EP","Zhuang, YH",1
"Li, ZH","Lin, Z",1
"Xing, EP","Wu, ZH",1
"Xing, EP","Zhuang, SY",1
"Xing, EP","Sheng, Y",1
"Xing, EP","Chiang, WL",1
"Xing, EP","Zheng, LM",1
"Li, ZH","Stoica, I",1
"Li, ZH","Gonzalez, JE",1
"Li, ZH","Zhang, H",1
"Li, ZH","Xing, EP",1
"Li, ZH","Li, DC",1
"Zhuang, YH","Zhuang, SY",1
"Zhuang, YH","Chiang, WL",1
"Sheng, Y","Wu, ZH",1
"Zhuang, YH","Zheng, LM",1
"Wu, ZH","Sheng, Y",1
"Wu, ZH","Chiang, WL",1
"Wu, ZH","Zheng, LM",1
"Zhuang, SY","Stoica, I",1
"Zhuang, SY","Gonzalez, JE",1
"Zhuang, SY","Zhang, H",1
"Zhuang, SY","Xing, EP",1
"Zhuang, SY","Li, DC",1
"Zhuang, SY","Li, ZH",1
"Zhuang, SY","Lin, Z",1
"Zhuang, SY","Zhuang, YH",1
"Zhuang, SY","Wu, ZH",1
"Zhuang, SY","Sheng, Y",1
"Zhuang, SY","Chiang, WL",1
"Zhuang, SY","Zheng, LM",1
"Sheng, Y","Stoica, I",1
"Sheng, Y","Gonzalez, JE",1
"Sheng, Y","Zhang, H",1
"Sheng, Y","Xing, EP",1
"Sheng, Y","Li, DC",1
"Sheng, Y","Li, ZH",1
"Sheng, Y","Lin, Z",1
"Sheng, Y","Zhuang, YH",1
"Wu, ZH","Zhuang, SY",1
"Wu, ZH","Zhuang, YH",1
"Wu, ZH","Lin, Z",1
"Wu, ZH","He, H",1
"Wu, ZH","Ge, B",1
"Wu, ZH","Liu, TM",1
"Wu, ZH","Shen, DG",1
"Wu, ZH","Qiang, N",1
"Wu, ZH","Li, X",1
"Wu, ZH","Zhu, DJ",1
"Wu, ZH","Zhao, L",1
"Wu, ZH","Liu, ZL",1
"Wu, ZH","He, MS",1
"Wu, ZH","Li, AT",1
"Wu, ZH","Tian, JM",1
"Wu, ZH","Li, ZH",1
"Wu, ZH","Yang, YY",1
"Wu, ZH","Zhang, JY",1
"Wu, ZH","Ma, SY",1
"Wu, ZH","Han, TL",1
"Wu, ZH","Liu, YH",1
"Wu, ZH","Stoica, I",1
"Wu, ZH","Gonzalez, JE",1
"Wu, ZH","Zhang, H",1
"Wu, ZH","Xing, EP",1
"Wu, ZH","Li, DC",1
"Simonyan, K","Dieleman, S",1
"Simonyan, K","van den Oord, A",1
"Simonyan, K","Stimberg, F",1
"Kopell, N","Börgers, C",1
"Zen, HG","Dang, V",1
"Glass, J","Chung, YA",1
"Glass, J","Gong, Y",1
"Chung, YA","Glass, J",1
"Chung, YA","Gong, Y",1
"Gong, Y","Glass, J",1
"Gong, Y","Chung, YA",1
"Johnson, M","Firat, O",1
"Johnson, M","Neubig, G",1
"Johnson, M","Siddhant, A",1
"Johnson, M","Ruder, S",1
"Johnson, M","Hu, JJ",1
"Ruder, S","Yogatama, D",1
"Ruder, S","Artetxe, M",1
"Ruder, S","Johnson, M",1
"Ruder, S","Firat, O",1
"Ruder, S","Neubig, G",1
"Ruder, S","Siddhant, A",1
"Ruder, S","Hu, JJ",1
"Hu, JJ","Johnson, M",1
"Hu, JJ","Firat, O",1
"Hu, JJ","Neubig, G",1
"Hu, JJ","Siddhant, A",1
"Zen, HG","Clark, R",1
"Zen, HG","Zhang, Y",1
"Zen, HG","Weiss, RJ",1
"Su, J","Lan, M",1
"Huang, TJ","Tian, Y",1
"Huang, TJ","Tian, YH",1
"Chen, YQ","Tian, Y",1
"Chen, YQ","Tian, YH",1
"Yu, ZF","Tian, Y",1
"Yu, ZF","Tian, YH",1
"Fang, W","Tian, Y",1
"Fang, W","Tian, YH",1
"Su, J","Lu, Y",1
"Su, J","Tan, CL",1
"Su, J","Zhou, GD",1
"Zen, HG","Jia, Y",1
"Zhou, GD","Su, J",1
"Dang, V","Wu, YH",1
"Dang, V","Chen, ZF",1
"Dang, V","Jia, Y",1
"Dang, V","Weiss, RJ",1
"Dang, V","Zhang, Y",1
"Dang, V","Clark, R",1
"Dang, V","Zen, HG",1
"Zen, HG","Wu, YH",1
"Zen, HG","Chen, ZF",1
"Hu, JJ","Ruder, S",1
"Börgers, C","Kopell, N",1
"Tian, YH","Yu, ZF",1
"Aboalsamh, H","Qazi, EU",1
"Trivedi, R","Dai, HJ",1
"Boureau, YL","Li, M",1
"Boureau, YL","Smith, EM",1
"Boureau, YL","Rashkin, H",1
"Li, M","Boureau, YL",1
"Li, M","Smith, EM",1
"Li, M","Rashkin, H",1
"Smith, EM","Boureau, YL",1
"Smith, EM","Li, M",1
"Smith, EM","Rashkin, H",1
"Koh, JEW","Bhat, S",1
"Koh, JEW","Sudarshan, VK",1
"Koh, JEW","Fujita, H",1
"Koh, JEW","Acharya, UR",1
"Bhat, S","Koh, JEW",1
"Bhat, S","Sudarshan, VK",1
"Bhat, S","Fujita, H",1
"Bhat, S","Acharya, UR",1
"Sudarshan, VK","Koh, JEW",1
"Sudarshan, VK","Bhat, S",1
"Sudarshan, VK","Fujita, H",1
"Sudarshan, VK","Acharya, UR",1
"Fujita, H","Koh, JEW",1
"Trivedi, R","Wang, YC",1
"Trivedi, R","Song, L",1
"Dai, HJ","Trivedi, R",1
"Ullah, I","Hussain, M",1
"Aboalsamh, H","Hussain, M",1
"Aboalsamh, H","Ullah, I",1
"Qazi, EU","Aboalsamh, H",1
"Qazi, EU","Hussain, M",1
"Qazi, EU","Ullah, I",1
"Hussain, M","Aboalsamh, H",1
"Hussain, M","Qazi, EU",1
"Hussain, M","Ullah, I",1
"Ullah, I","Aboalsamh, H",1
"Ullah, I","Qazi, EU",1
"Song, L","Smola, AJ",1
"Dai, HJ","Wang, YC",1
"Song, L","Kozareva, Z",1
"Song, L","Zhang, YY",1
"Song, L","Wang, YC",1
"Song, L","Trivedi, R",1
"Wang, YC","Song, L",1
"Wang, YC","Dai, HJ",1
"Wang, YC","Trivedi, R",1
"Dai, HJ","Smola, AJ",1
"Dai, HJ","Kozareva, Z",1
"Dai, HJ","Zhang, YY",1
"Tian, YH","Fang, W",1
"Tian, YH","Chen, YQ",1
"Simonyan, K","Lockhart, E",1
"Che, WX","Liu, T",1
"Lu, Y","Lan, M",1
"Tan, CL","Lu, Y",1
"Tan, CL","Su, J",1
"Tan, CL","Lan, M",1
"Lan, M","Lu, Y",1
"Lan, M","Su, J",1
"Lan, M","Tan, CL",1
"Izhikevich, EM","Hoppensteadt, FC",1
"Hoppensteadt, FC","Izhikevich, EM",1
"Deng, YT","Rush, AM",1
"Deng, YT","Gehrmann, S",1
"Hu, GP","Wang, SJ",1
"Hu, GP","Qin, B",1
"Hu, GP","Liu, T",1
"Hu, GP","Che, WX",1
"Hu, GP","Cui, YM",1
"Wang, SJ","Hu, GP",1
"Wang, SJ","Qin, B",1
"Wang, SJ","Liu, T",1
"Wang, SJ","Che, WX",1
"Wang, SJ","Cui, YM",1
"Che, WX","Hu, GP",1
"Che, WX","Wang, SJ",1
"Lu, Y","Tan, CL",1
"Lu, Y","Su, J",1
"Lu, Y","Bartolo, M",1
"Tian, Y","Su, JL",1
"Simonyan, K","Casagrande, N",1
"Simonyan, K","Noury, S",1
"Simonyan, K","Kalchbrenner, N",1
"Tian, Y","Masquelier, T",1
"Tian, Y","Huang, TJ",1
"Tian, Y","Chen, YQ",1
"Tian, Y","Yu, ZF",1
"Tian, Y","Fang, W",1
"Tian, Y","Chang, Y",1
"Tian, Y","Wang, Y",1
"Tian, Y","Wei, ZP",1
"Lu, Y","Moore, A",1
"Su, JL","Chang, Y",1
"Su, JL","Tian, Y",1
"Su, JL","Wang, Y",1
"Su, JL","Wei, ZP",1
"Wei, ZP","Chang, Y",1
"Wei, ZP","Tian, Y",1
"Wei, ZP","Wang, Y",1
"Wei, ZP","Su, JL",1
"Lu, Y","Stenetorp, P",1
"Lu, Y","Riedel, S",1
"Che, WX","Qin, B",1
"Che, WX","Cui, YM",1
"Tian, YH","Masquelier, T",1
"Cui, YM","Hu, GP",1
"Ramabhadran, B","Kingsbury, B",1
"Ramabhadran, B","Sainath, TN",1
"Dahl, G","Ramabhadran, B",1
"Dahl, G","Mohamed, AR",1
"Dahl, G","Soltau, H",1
"Dahl, G","Saon, G",1
"Dahl, G","Kingsbury, B",1
"Dahl, G","Sainath, TN",1
"Kingsbury, B","Ramabhadran, B",1
"Kingsbury, B","Dahl, G",1
"Kingsbury, B","Mohamed, AR",1
"Kingsbury, B","Soltau, H",1
"Kingsbury, B","Saon, G",1
"Kingsbury, B","Sainath, TN",1
"Sainath, TN","Ramabhadran, B",1
"Sainath, TN","Dahl, G",1
"Sainath, TN","Mohamed, AR",1
"Sainath, TN","Soltau, H",1
"Sainath, TN","Saon, G",1
"Sainath, TN","Kingsbury, B",1
"Wang, DL","Tan, K",1
"Tan, K","Wang, DL",1
"Tian, YH","Huang, TJ",1
"Ramabhadran, B","Saon, G",1
"Ramabhadran, B","Soltau, H",1
"Ramabhadran, B","Mohamed, AR",1
"Fu, YC","Tang, J",1
"Cui, YM","Wang, SJ",1
"Cui, YM","Qin, B",1
"Cui, YM","Liu, T",1
"Cui, YM","Che, WX",1
"Tam, WL","Tang, J",1
"Tam, WL","Yang, ZL",1
"Tam, WL","Du, ZX",1
"Tam, WL","Fu, YC",1
"Tam, WL","Ji, KX",1
"Tam, WL","Liu, X",1
"Fu, YC","Yang, ZL",1
"Ramabhadran, B","Dahl, G",1
"Fu, YC","Du, ZX",1
"Fu, YC","Tam, WL",1
"Fu, YC","Ji, KX",1
"Fu, YC","Liu, X",1
"Ji, KX","Tang, J",1
"Ji, KX","Yang, ZL",1
"Ji, KX","Du, ZX",1
"Ji, KX","Tam, WL",1
"Ji, KX","Fu, YC",1
"Ji, KX","Liu, X",1
"Zhang, H","Zhuang, YH",1
"Zhang, H","Lin, Z",1
"Zhang, H","Li, ZH",1
"Bielaniewicz, J","Koptyra, B",1
"Gruza, M","Radlinski, L",1
"Gruza, M","Piasecki, M",1
